고유번호,제조사,모델,세부모델,등급,연식,차량가격,복합연비,배기량,최고출력,최대토크,구동방식,승차정원,휠_1,타이어_수정,변속기,연료,차분류,URL
531,기아,더 뉴 카니발,9인승 2.2 디젤,럭셔리,2019,3150,11,2199,202,45,FF,9,19,235,오토,디젤,RV,기아_더 뉴 카니발9인승 2.2 디젤.jpg
532,기아,더 뉴 카니발,9인승 2.2 디젤,프레스티지,2019,3470,11,2199,202,45,FF,9,19,235,오토,디젤,RV,기아_더 뉴 카니발9인승 2.2 디젤.jpg
533,기아,더 뉴 카니발,9인승 2.2 디젤,노블레스,2019,3820,11,2199,202,45,FF,9,19,235,오토,디젤,RV,기아_더 뉴 카니발9인승 2.2 디젤.jpg
534,기아,더 뉴 카니발,9인승 2.2 디젤,노블레스 스페셜,2019,3920,11,2199,202,45,FF,9,19,235,오토,디젤,RV,기아_더 뉴 카니발9인승 2.2 디젤.jpg
535,쌍용,더 뉴 코란도 스포츠,2.2 CX7 4WD,매니아,2017,2582,12,2157,178,41,4WD,5,16,235,오토,디젤,중형,쌍용_더 뉴 코란도 스포츠2.2 CX7 4WD.jpg
536,쌍용,더 뉴 코란도 스포츠,2.2 CX7 4WD,클럽,2017,2682,12,2157,178,41,4WD,5,16,235,오토,디젤,중형,쌍용_더 뉴 코란도 스포츠2.2 CX7 4WD.jpg
537,쌍용,더 뉴 코란도 스포츠,2.2 CX7 4WD,패션,2017,2765,12,2157,178,41,4WD,5,16,235,오토,디젤,중형,쌍용_더 뉴 코란도 스포츠2.2 CX7 4WD.jpg
538,쌍용,더 뉴 코란도 스포츠,2.2 CX7 4WD,비젼,2017,2999,12,2157,178,41,4WD,5,16,235,오토,디젤,중형,쌍용_더 뉴 코란도 스포츠2.2 CX7 4WD.jpg
539,쌍용,더 뉴 코란도 스포츠,2.2 CX7 4WD,더 스타일 익스트림 에디션,2017,2765,12,2157,178,41,4WD,5,16,235,오토,디젤,중형,쌍용_더 뉴 코란도 스포츠2.2 CX7 4WD.jpg
540,기아,더 뉴 K3,1.6 가솔린,트렌디 기본형,2016,1768,14,1591,132,16,FF,5,16,205,오토,가솔린,준중형,기아_더 뉴 K31.6 가솔린.jpg
541,기아,더 뉴 K3,1.6 가솔린,트렌디 기본형,2017,1763,14,1591,132,16,FF,5,16,215,오토,가솔린,준중형,기아_더 뉴 K31.6 가솔린.jpg
542,기아,더 뉴 K3,1.6 가솔린,트렌디 기본형,2018,1763,13,1591,132,16,FF,5,16,205,오토,가솔린,준중형,기아_더 뉴 K31.6 가솔린.jpg
543,기아,더 뉴 K3,1.6 가솔린,트렌디 A,2016,1823,14,1591,132,16,FF,5,16,205,오토,가솔린,준중형,기아_더 뉴 K31.6 가솔린.jpg
544,기아,더 뉴 K3,1.6 가솔린,트렌디 C,2016,1823,14,1591,132,16,FF,5,16,205,오토,가솔린,준중형,기아_더 뉴 K31.6 가솔린.jpg
545,기아,더 뉴 K3,1.6 가솔린,트렌디 E,2016,1823,14,1591,132,16,FF,5,16,205,오토,가솔린,준중형,기아_더 뉴 K31.6 가솔린.jpg
546,기아,더 뉴 K3,1.6 가솔린,트렌디 스타일,2017,1858,14,1591,132,16,FF,5,16,215,오토,가솔린,준중형,기아_더 뉴 K31.6 가솔린.jpg
547,기아,더 뉴 K3,1.6 가솔린,트렌디 스타일,2018,1858,13,1591,132,16,FF,5,16,215,오토,가솔린,준중형,기아_더 뉴 K31.6 가솔린.jpg
548,기아,더 뉴 K3,1.6 가솔린,트렌디,2016,1768,14,1591,132,16,FF,5,16,205,오토,가솔린,준중형,기아_더 뉴 K31.6 가솔린.jpg
549,기아,더 뉴 K3,1.6 가솔린,트렌디,2017,1763,14,1591,132,16,FF,5,16,215,오토,가솔린,준중형,기아_더 뉴 K31.6 가솔린.jpg
550,기아,더 뉴 K3,1.6 가솔린,트렌디,2018,1763,13,1591,132,16,FF,5,16,205,오토,가솔린,준중형,기아_더 뉴 K31.6 가솔린.jpg
551,기아,더 뉴 K5,LPI 디럭스,기본형,2014,2310,9,1999,155,20,FF,5,16,205,오토,LPG,중형,기아_더 뉴 K5LPI 디럭스.jpg
552,기아,더 뉴 K5,LPI 디럭스,경제형,2015,2310,9,1999,155,20,FF,5,16,205,오토,LPG,중형,기아_더 뉴 K5LPI 디럭스.jpg
553,기아,더 뉴 K5 2세대,2.0 가솔린,럭셔리,2019,2228,12,1999,163,20,FF,5,18,235,오토,가솔린,중형,기아_더 뉴 K5 2세대2.0 가솔린.jpg
554,기아,더 뉴 K5 2세대,2.0 가솔린,럭셔리,2020,2228,12,1999,163,20,FF,5,18,235,오토,가솔린,중형,기아_더 뉴 K5 2세대2.0 가솔린.jpg
555,기아,더 뉴 K5 2세대,2.0 가솔린,프레스티지,2019,2484,12,1999,163,20,FF,5,18,235,오토,가솔린,중형,기아_더 뉴 K5 2세대2.0 가솔린.jpg
556,기아,더 뉴 K5 2세대,2.0 가솔린,프레스티지,2020,2498,12,1999,163,20,FF,5,18,235,오토,가솔린,중형,기아_더 뉴 K5 2세대2.0 가솔린.jpg
557,기아,더 뉴 K5 2세대,2.0 가솔린,노블레스,2019,2685,12,1999,163,20,FF,5,18,235,오토,가솔린,중형,기아_더 뉴 K5 2세대2.0 가솔린.jpg
558,기아,더 뉴 K5 2세대,2.0 가솔린,노블레스,2020,2705,12,1999,163,20,FF,5,18,235,오토,가솔린,중형,기아_더 뉴 K5 2세대2.0 가솔린.jpg
559,기아,더 뉴 K5 2세대,2.0 가솔린,인텔리전트,2019,2930,12,1999,163,20,FF,5,18,235,오토,가솔린,중형,기아_더 뉴 K5 2세대2.0 가솔린.jpg
560,기아,더 뉴 K5 2세대,2.0 가솔린,인텔리전트,2020,2891,12,1999,163,20,FF,5,18,235,오토,가솔린,중형,기아_더 뉴 K5 2세대2.0 가솔린.jpg
561,기아,더 뉴 K7,2.4 GDI,프레스티지,2013,2918,11,2359,201,26,FF,5,17,225,오토,가솔린,대형,기아_더 뉴 K72.4 GDI.jpg
562,기아,더 뉴 K7,2.4 GDI,프레스티지,2013,3022,11,2359,201,26,FF,5,17,225,오토,가솔린,대형,기아_더 뉴 K72.4 GDI.jpg
563,기아,더 뉴 K7,2.4 GDI,프레스티지,2015,2960,11,2359,201,26,FF,5,17,245,오토,가솔린,대형,기아_더 뉴 K72.4 GDI.jpg
564,기아,더 뉴 K7,2.4 GDI,프레스티지,2016,2929,11,2359,201,26,FF,5,17,245,오토,가솔린,대형,기아_더 뉴 K72.4 GDI.jpg
565,기아,더 뉴 K7,2.4 GDI,프레스티지 스페셜,2013,3141,11,2359,201,26,FF,5,18,245,오토,가솔린,대형,기아_더 뉴 K72.4 GDI.jpg
566,르노삼성,더 뉴 QM6,1.7 dCi 2WD,SE,2020,2725,14,1749,150,35,FF,5,17,225,오토,디젤,SUV,르노삼성_더 뉴 QM61.7 dCi 2WD.jpg
567,르노삼성,더 뉴 QM6,1.7 dCi 2WD,RE,2020,3019,14,1749,150,35,FF,5,19,225,오토,디젤,SUV,르노삼성_더 뉴 QM61.7 dCi 2WD.jpg
568,르노삼성,더 뉴 QM6,1.7 dCi 2WD,RE 시그니처,2020,3319,14,1749,150,35,FF,5,19,225,오토,디젤,SUV,르노삼성_더 뉴 QM61.7 dCi 2WD.jpg
569,르노삼성,더 뉴 QM6,2.0 dCi 4WD,RE,2020,3270,13,1997,190,39,4WD,5,19,225,오토,디젤,SUV,르노삼성_더 뉴 QM62.0 dCi 4WD.jpg
570,르노삼성,더 뉴 QM6,2.0 dCi 4WD,RE 시그니처,2020,3584,13,1997,190,39,4WD,5,19,225,오토,디젤,SUV,르노삼성_더 뉴 QM62.0 dCi 4WD.jpg
571,르노삼성,더 뉴 QM6,2.0 dCi 4WD,프리미에르,2020,3859,13,1997,190,39,4WD,5,19,225,오토,디젤,SUV,르노삼성_더 뉴 QM62.0 dCi 4WD.jpg
572,르노삼성,더 뉴 QM6,2.0 GDe 2WD,SE,2020,2445,12,1997,144,20,FF,5,17,225,오토,가솔린,SUV,르노삼성_더 뉴 QM62.0 GDe 2WD.jpg
573,르노삼성,더 뉴 QM6,2.0 GDe 2WD,LE,2020,2602,12,1997,144,20,FF,5,18,225,오토,가솔린,SUV,르노삼성_더 뉴 QM62.0 GDe 2WD.jpg
574,르노삼성,더 뉴 QM6,2.0 GDe 2WD,RE,2020,2838,12,1997,144,20,FF,5,19,225,오토,가솔린,SUV,르노삼성_더 뉴 QM62.0 GDe 2WD.jpg
575,르노삼성,더 뉴 QM6,2.0 GDe 2WD,RE 시그니처,2020,3014,12,1997,144,20,FF,5,19,225,오토,가솔린,SUV,르노삼성_더 뉴 QM62.0 GDe 2WD.jpg
576,르노삼성,더 뉴 QM6,2.0 GDe 2WD,프리미에르,2020,3289,12,1997,144,20,FF,5,19,225,오토,가솔린,SUV,르노삼성_더 뉴 QM62.0 GDe 2WD.jpg
577,르노삼성,더 뉴 QM6,2.0 LPe 2WD,SE,2020,2376,9,1998,140,20,FF,5,17,225,오토,LPG,SUV,르노삼성_더 뉴 QM62.0 LPe 2WD.jpg
578,르노삼성,더 뉴 QM6,2.0 LPe 2WD,LE,2020,2533,9,1998,140,20,FF,5,18,225,오토,LPG,SUV,르노삼성_더 뉴 QM62.0 LPe 2WD.jpg
579,르노삼성,더 뉴 QM6,2.0 LPe 2WD,RE,2020,2769,9,1998,140,20,FF,5,19,225,오토,LPG,SUV,르노삼성_더 뉴 QM62.0 LPe 2WD.jpg
580,르노삼성,더 뉴 QM6,2.0 LPe 2WD,RE 시그니처,2020,2946,9,1998,140,20,FF,5,19,225,오토,LPG,SUV,르노삼성_더 뉴 QM62.0 LPe 2WD.jpg
581,르노삼성,더 뉴 SM6,1.3 TCe,SE,2021,2450,14,1332,156,27,FF,5,17,225,오토,가솔린,중형,르노삼성_더 뉴 SM61.3 TCe.jpg
582,르노삼성,더 뉴 SM6,1.3 TCe,SE 플러스,2021,2681,14,1332,156,27,FF,5,18,245,오토,가솔린,중형,르노삼성_더 뉴 SM61.3 TCe.jpg
583,르노삼성,더 뉴 SM6,1.3 TCe,LE,2021,2896,13,1332,156,27,FF,5,18,245,오토,가솔린,중형,르노삼성_더 뉴 SM61.3 TCe.jpg
584,르노삼성,더 뉴 SM6,1.3 TCe,RE,2021,3112,13,1332,156,27,FF,5,19,245,오토,가솔린,중형,르노삼성_더 뉴 SM61.3 TCe.jpg
585,르노삼성,더 뉴 SM6,1.3 TCe,프리미에르,2021,3265,13,1332,156,27,FF,5,19,245,오토,가솔린,중형,르노삼성_더 뉴 SM61.3 TCe.jpg
586,르노삼성,더 뉴 SM6,1.8 TCe,LE,2021,3073,12,1798,225,31,FF,5,18,245,오토,가솔린,중형,르노삼성_더 뉴 SM61.8 TCe.jpg
587,르노삼성,더 뉴 SM6,1.8 TCe,프리미에르,2021,3422,12,1798,225,31,FF,5,19,245,오토,가솔린,중형,르노삼성_더 뉴 SM61.8 TCe.jpg
588,르노삼성,더 뉴 SM6,2.0 LPG,SE,2021,2401,10,1998,140,20,FF,5,17,225,오토,LPG,중형,르노삼성_더 뉴 SM62.0 LPG.jpg
589,르노삼성,더 뉴 SM6,2.0 LPG,SE 플러스,2021,2631,10,1998,140,20,FF,5,18,245,오토,LPG,중형,르노삼성_더 뉴 SM62.0 LPG.jpg
590,르노삼성,더 뉴 SM6,2.0 LPG,LE,2021,2847,9,1998,140,20,FF,5,18,245,오토,LPG,중형,르노삼성_더 뉴 SM62.0 LPG.jpg
591,르노삼성,더 뉴 SM6,2.0 LPG,RE,2021,3049,9,1998,140,20,FF,5,19,245,오토,LPG,중형,르노삼성_더 뉴 SM62.0 LPG.jpg
592,현대,더 럭셔리 그랜저,Q270,디럭스,2009,2890,11,2656,195,26,FF,5,16,225,오토,가솔린,대형,현대_더 럭셔리 그랜저Q270.jpg
593,현대,더 럭셔리 그랜저,Q270,디럭스,2010,3000,11,2656,195,26,FF,5,17,235,오토,가솔린,대형,현대_더 럭셔리 그랜저Q270.jpg
594,현대,더 럭셔리 그랜저,Q270 럭셔리,기본형,2009,3127,11,2656,195,26,FF,5,17,235,오토,가솔린,대형,현대_더 럭셔리 그랜저Q270 럭셔리.jpg
595,현대,더 럭셔리 그랜저,Q270 럭셔리,기본형,2010,3182,11,2656,195,26,FF,5,17,235,오토,가솔린,대형,현대_더 럭셔리 그랜저Q270 럭셔리.jpg
596,현대,더 럭셔리 그랜저,Q270 럭셔리,스마트팩,2009,3362,11,2656,195,26,FF,5,17,235,오토,가솔린,대형,현대_더 럭셔리 그랜저Q270 럭셔리.jpg
597,현대,더 럭셔리 그랜저,Q270 럭셔리,스마트팩,2010,3387,11,2656,195,26,FF,5,17,235,오토,가솔린,대형,현대_더 럭셔리 그랜저Q270 럭셔리.jpg
598,현대,더 럭셔리 그랜저,Q270 럭셔리,알칸타라팩,2010,3427,11,2656,195,26,FF,5,17,235,오토,가솔린,대형,현대_더 럭셔리 그랜저Q270 럭셔리.jpg
599,현대,더 럭셔리 그랜저,Q270 프리미어,기본형,2010,3497,11,2656,195,26,FF,5,17,235,오토,가솔린,대형,현대_더 럭셔리 그랜저Q270 프리미어.jpg
600,현대,더 럭셔리 그랜저,Q270 프리미어,스마트팩,2009,3474,11,2656,195,26,FF,5,17,235,오토,가솔린,대형,현대_더 럭셔리 그랜저Q270 프리미어.jpg
601,현대,더 럭셔리 그랜저,Q270 프리미어,알칸타라팩,2010,3648,11,2656,195,26,FF,5,17,235,오토,가솔린,대형,현대_더 럭셔리 그랜저Q270 프리미어.jpg
602,현대,더 럭셔리 그랜저,Q270 24주년 스페셜 에디션,럭셔리 I,2010,3082,11,2656,195,26,FF,5,17,235,오토,가솔린,대형,현대_더 럭셔리 그랜저Q270 24주년 스페셜 에디션.jpg
603,현대,더 럭셔리 그랜저,Q270 24주년 스페셜 에디션,럭셔리 II,2010,3276,11,2656,195,26,FF,5,17,235,오토,가솔린,대형,현대_더 럭셔리 그랜저Q270 24주년 스페셜 에디션.jpg
604,제네시스,더 올 뉴 G80,2.2 디젤,(20년~현재),2021,5497,15,2199,210,45,FR,5,19,245,오토,디젤,대형,제네시스_더 올 뉴 G802.2 디젤.jpg
605,제네시스,더 올 뉴 G80,2.2 디젤 AWD,(20년~현재),2021,5777,13,2199,210,45,AWD,5,19,245,오토,디젤,대형,제네시스_더 올 뉴 G802.2 디젤 AWD.jpg
606,제네시스,더 올 뉴 G80,2.5 T-GDi,(20년~현재),2021,5247,11,2497,304,43,FR,5,20,245,오토,가솔린,대형,제네시스_더 올 뉴 G802.5 T-GDi.jpg
607,제네시스,더 올 뉴 G80,2.5 T-GDi AWD,(20년~현재),2021,5527,10,2497,304,43,AWD,5,20,245,오토,가솔린,대형,제네시스_더 올 뉴 G802.5 T-GDi AWD.jpg
608,제네시스,더 올 뉴 G80,3.5 T-GDi,(20년~현재),2021,5907,9,3470,380,54,FR,5,20,245,오토,가솔린,대형,제네시스_더 올 뉴 G803.5 T-GDi.jpg
609,제네시스,더 올 뉴 G80,3.5 T-GDi AWD,(20년~현재),2021,6187,8,3470,380,54,AWD,5,20,245,오토,가솔린,대형,제네시스_더 올 뉴 G803.5 T-GDi AWD.jpg
610,기아,더 프레스티지 K7,2.4 GDI,디럭스,2011,2980,9,2359,201,26,FF,5,17,225,오토,가솔린,대형,기아_더 프레스티지 K72.4 GDI.jpg
611,기아,더 프레스티지 K7,2.4 GDI,럭셔리,2011,3180,9,2359,201,26,FF,5,17,225,오토,가솔린,대형,기아_더 프레스티지 K72.4 GDI.jpg
612,기아,더 프레스티지 K7,2.4 GDI,럭셔리,2012,2999,9,2359,201,26,FF,5,17,225,오토,가솔린,대형,기아_더 프레스티지 K72.4 GDI.jpg
613,기아,더 프레스티지 K7,2.4 GDI,프레스티지,2012,3136,9,2359,201,26,FF,5,18,245,오토,가솔린,대형,기아_더 프레스티지 K72.4 GDI.jpg
614,기아,더 프레스티지 K7,2.4 GDI,기본형,2012,2999,9,2359,201,26,FF,5,17,225,오토,가솔린,대형,기아_더 프레스티지 K72.4 GDI.jpg
615,기아,더 프레스티지 K7,2.4 GDI,프레스티지 스페셜,2012,3136,9,2359,201,26,FF,5,18,245,오토,가솔린,대형,기아_더 프레스티지 K72.4 GDI.jpg
616,기아,더 K9,3.8 GDI,플래티넘 I,2019,5389,9,3778,315,41,FR,5,19,245,오토,가솔린,대형,기아_더 K93.8 GDI.jpg
617,기아,더 K9,3.8 GDI,플래티넘 I,2020,5419,9,3778,315,41,FR,5,19,245,오토,가솔린,대형,기아_더 K93.8 GDI.jpg
618,기아,더 K9,3.8 GDI,플래티넘 II,2019,5841,9,3778,315,41,FR,5,19,245,오토,가솔린,대형,기아_더 K93.8 GDI.jpg
619,기아,더 K9,3.8 GDI,플래티넘 II,2020,5871,9,3778,315,41,FR,5,19,245,오토,가솔린,대형,기아_더 K93.8 GDI.jpg
620,기아,더 K9,3.8 GDI,플래티넘 III,2020,6818,9,3778,315,41,AWD,5,19,245,오토,가솔린,대형,기아_더 K93.8 GDI.jpg
621,기아,더 K9,3.8 GDI,그랜드 플래티넘,2020,7628,8,3778,315,41,AWD,5,19,245,오토,가솔린,대형,기아_더 K93.8 GDI.jpg
622,기아,더 K9,3.8 GDI,플래티넘,2020,5419,9,3778,315,41,FR,5,19,245,오토,가솔린,대형,기아_더 K93.8 GDI.jpg
623,한국GM,라세티 프리미어,1.6 CDX,일반형,2009,1620,11,1498,124,14,FF,5,16,205,오토,가솔린,준중형,한국GM_라세티 프리미어1.6 CDX.jpg
624,한국GM,라세티 프리미어,1.6 CDX,IDENTITY 일반형,2009,1740,11,1498,106,14,FF,5,16,205,오토,가솔린,준중형,한국GM_라세티 프리미어1.6 CDX.jpg
625,한국GM,라세티 프리미어,1.6 CDX,IDENTITY 고급형,2009,1790,11,1498,106,14,FF,5,16,205,오토,가솔린,준중형,한국GM_라세티 프리미어1.6 CDX.jpg
626,한국GM,라세티 프리미어,1.6 CDX,고급형,2009,1700,11,1498,106,14,FF,5,16,205,오토,가솔린,준중형,한국GM_라세티 프리미어1.6 CDX.jpg
627,기아,레이,1.0 가솔린,디럭스,2012,1240,14,998,78,10,FF,5,14,165,오토,가솔린,경차,기아_레이1.0 가솔린.jpg
628,기아,레이,1.0 가솔린,디럭스,2013,1245,14,998,78,10,FF,5,14,165,오토,가솔린,경차,기아_레이1.0 가솔린.jpg
629,기아,레이,1.0 가솔린,디럭스,2014,1261,14,998,78,10,FF,5,14,165,오토,가솔린,경차,기아_레이1.0 가솔린.jpg
630,기아,레이,1.0 가솔린,디럭스,2015,1281,14,998,78,10,FF,5,14,165,오토,가솔린,경차,기아_레이1.0 가솔린.jpg
631,기아,레이,1.0 가솔린,디럭스 스페셜,2012,1290,14,998,78,10,FF,5,14,175,오토,가솔린,경차,기아_레이1.0 가솔린.jpg
632,기아,레이,1.0 가솔린,디럭스 스페셜,2013,1310,14,998,78,10,FF,5,14,165,오토,가솔린,경차,기아_레이1.0 가솔린.jpg
633,기아,레이,1.0 가솔린,럭셔리,2012,1375,14,998,78,10,FF,5,14,175,오토,가솔린,경차,기아_레이1.0 가솔린.jpg
634,기아,레이,1.0 가솔린,럭셔리,2013,1375,14,998,78,10,FF,5,14,175,오토,가솔린,경차,기아_레이1.0 가솔린.jpg
635,기아,레이,1.0 가솔린,럭셔리,2014,1406,14,998,78,10,FF,5,14,175,오토,가솔린,경차,기아_레이1.0 가솔린.jpg
636,기아,레이,1.0 가솔린,럭셔리,2015,1426,14,998,78,10,FF,5,14,175,오토,가솔린,경차,기아_레이1.0 가솔린.jpg
637,기아,레이,1.0 가솔린,프레스티지,2012,1495,14,998,78,10,FF,5,15,175,오토,가솔린,경차,기아_레이1.0 가솔린.jpg
638,기아,레이,1.0 가솔린,프레스티지,2013,1490,14,998,78,10,FF,5,15,175,오토,가솔린,경차,기아_레이1.0 가솔린.jpg
639,기아,레이,1.0 가솔린,프레스티지,2014,1514,14,998,78,10,FF,5,15,175,오토,가솔린,경차,기아_레이1.0 가솔린.jpg
640,기아,레이,1.0 가솔린,프레스티지,2015,1534,14,998,78,10,FF,5,15,175,오토,가솔린,경차,기아_레이1.0 가솔린.jpg
641,기아,레이,1.0 가솔린 Turbo,럭셔리,2014,1514,14,998,106,14,FF,5,14,175,오토,가솔린,경차,기아_레이1.0 가솔린 Turbo.jpg
642,기아,레이,1.0 가솔린 Turbo,럭셔리,2015,1534,13,998,106,14,FF,5,14,175,오토,가솔린,경차,기아_레이1.0 가솔린 Turbo.jpg
643,기아,레이,1.0 가솔린 Turbo,프레스티지,2014,1574,14,998,106,14,FF,5,15,175,오토,가솔린,경차,기아_레이1.0 가솔린 Turbo.jpg
644,기아,레이,1.0 가솔린 Turbo,프레스티지,2015,1594,13,998,106,14,FF,5,15,175,오토,가솔린,경차,기아_레이1.0 가솔린 Turbo.jpg
645,기아,레이,1.0 가솔린 Turbo,기본,2013,1560,14,998,106,14,FF,5,15,175,오토,가솔린,경차,기아_레이1.0 가솔린 Turbo.jpg
646,기아,레이밴,2인승밴,기본형,2012,1135,14,998,78,10,FF,5,15,175,오토,가솔린,경차,기아_레이밴2인승밴.jpg
647,기아,레이밴,2인승밴,기본형,2013,1170,14,998,78,10,FF,5,14,165,오토,가솔린,경차,기아_레이밴2인승밴.jpg
648,기아,레이밴,2인승밴,고급형,2012,1240,14,998,78,10,FF,5,15,175,오토,가솔린,경차,기아_레이밴2인승밴.jpg
649,기아,레이밴,2인승밴,고급형,2013,1290,14,998,78,10,FF,5,15,175,오토,가솔린,경차,기아_레이밴2인승밴.jpg
650,쌍용,렉스턴 스포츠,2.2 2WD,와일드,2018,2490,10,2157,181,41,FR,5,17,235,오토,디젤,RV,쌍용_렉스턴 스포츠2.2 2WD.jpg
651,쌍용,렉스턴 스포츠,2.2 2WD,어드벤처,2018,2586,10,2157,181,41,FR,5,17,235,오토,디젤,RV,쌍용_렉스턴 스포츠2.2 2WD.jpg
652,쌍용,렉스턴 스포츠,2.2 2WD,프레스티지,2018,2722,10,2157,181,41,FR,5,17,235,오토,디젤,RV,쌍용_렉스턴 스포츠2.2 2WD.jpg
653,쌍용,렉스턴 스포츠,2.2 2WD,노블레스,2018,3058,10,2157,181,41,FR,5,17,235,오토,디젤,RV,쌍용_렉스턴 스포츠2.2 2WD.jpg
654,쌍용,렉스턴 스포츠,2.2 4WD,와일드,2018,2670,10,2157,181,41,4WD,5,17,235,오토,디젤,RV,쌍용_렉스턴 스포츠2.2 4WD.jpg
655,쌍용,렉스턴 스포츠,2.2 4WD,어드벤처,2018,2766,10,2157,181,41,4WD,5,17,235,오토,디젤,RV,쌍용_렉스턴 스포츠2.2 4WD.jpg
656,쌍용,렉스턴 스포츠,2.2 4WD,프레스티지,2018,2902,10,2157,181,41,4WD,5,17,235,오토,디젤,RV,쌍용_렉스턴 스포츠2.2 4WD.jpg
657,쌍용,렉스턴 스포츠,2.2 4WD,노블레스,2018,3238,10,2157,181,41,4WD,5,17,235,오토,디젤,RV,쌍용_렉스턴 스포츠2.2 4WD.jpg
658,쌍용,렉스턴 스포츠,2.2 4WD,캠핑카,2018,6800,10,2157,181,41,4WD,5,17,235,오토,디젤,RV,쌍용_렉스턴 스포츠2.2 4WD.jpg
659,르노삼성,마스터,2.3 디젤,S,2018,2900,11,2299,163,37,FF,13,16,225,오토,디젤,RV,르노삼성_마스터2.3 디젤.jpg
660,르노삼성,마스터,2.3 디젤,L,2018,3100,11,2299,145,37,FF,13,16,225,오토,디젤,RV,르노삼성_마스터2.3 디젤.jpg
661,르노삼성,마스터,2.3 디젤,밴 S,2019,2900,11,2299,145,37,FF,13,16,225,오토,디젤,RV,르노삼성_마스터2.3 디젤.jpg
662,르노삼성,마스터,2.3 디젤,밴 L,2019,3100,11,2299,145,37,FF,13,16,225,오토,디젤,RV,르노삼성_마스터2.3 디젤.jpg
663,르노삼성,마스터,2.3 디젤,13인승,2018,3630,10,2299,165,39,FF,13,16,225,오토,디젤,RV,르노삼성_마스터2.3 디젤.jpg
664,르노삼성,마스터,2.3 디젤,15인승,2018,3630,10,2299,165,39,FF,15,16,225,오토,디젤,RV,르노삼성_마스터2.3 디젤.jpg
665,르노삼성,마스터,2.3 디젤,캠핑카,2018,3100,10,2299,145,37,FF,5,16,225,오토,디젤,RV,르노삼성_마스터2.3 디젤.jpg
666,르노삼성,마스터,2.3 디젤,어린이보호차,2018,3630,10,2299,165,39,FF,13,16,225,오토,디젤,RV,르노삼성_마스터2.3 디젤.jpg
667,한국GM,마티즈 CREATIVE,JAZZ,일반형,2010,944,17,995,70,9,FF,5,14,155,오토,가솔린,경차,한국GM_마티즈 CREATIVEJAZZ.jpg
668,한국GM,마티즈 CREATIVE,JAZZ,일반형,2011,873,17,995,70,9,FF,5,14,155,오토,가솔린,경차,한국GM_마티즈 CREATIVEJAZZ.jpg
669,한국GM,마티즈 CREATIVE,JAZZ,고급형,2010,981,17,995,70,9,FF,5,14,155,오토,가솔린,경차,한국GM_마티즈 CREATIVEJAZZ.jpg
670,한국GM,마티즈 CREATIVE,JAZZ,고급형,2011,898,17,995,70,9,FF,5,14,155,오토,가솔린,경차,한국GM_마티즈 CREATIVEJAZZ.jpg
671,한국GM,마티즈 CREATIVE,JAZZ,스타,2010,1024,17,995,70,9,FF,5,14,155,오토,가솔린,경차,한국GM_마티즈 CREATIVEJAZZ.jpg
672,한국GM,마티즈 CREATIVE,JAZZ,스타,2011,941,17,995,70,9,FF,5,14,155,오토,가솔린,경차,한국GM_마티즈 CREATIVEJAZZ.jpg
673,한국GM,마티즈 CREATIVE,GROOVE,일반형,2010,1009,17,995,70,9,FF,5,14,155,오토,가솔린,경차,한국GM_마티즈 CREATIVEGROOVE.jpg
674,한국GM,마티즈 CREATIVE,GROOVE,고급형,2010,1046,17,995,70,9,FF,5,14,155,오토,가솔린,경차,한국GM_마티즈 CREATIVEGROOVE.jpg
675,한국GM,마티즈 CREATIVE,GROOVE,고급형,2011,958,17,995,70,9,FF,5,14,155,오토,가솔린,경차,한국GM_마티즈 CREATIVEGROOVE.jpg
676,한국GM,마티즈 CREATIVE,GROOVE,스타,2010,1089,17,995,70,9,FF,5,14,155,오토,가솔린,경차,한국GM_마티즈 CREATIVEGROOVE.jpg
677,한국GM,마티즈 CREATIVE,GROOVE,스타,2011,1100,17,995,70,9,FF,5,14,155,오토,가솔린,경차,한국GM_마티즈 CREATIVEGROOVE.jpg
678,기아,모하비,4WD KV300,고급형,2008,4233,11,2959,250,55,4WD,7,18,265,오토,디젤,SUV,기아_모하비4WD KV300.jpg
679,기아,모하비,4WD KV300,고급형,2009,4436,11,2959,250,55,4WD,7,18,265,오토,디젤,SUV,기아_모하비4WD KV300.jpg
680,기아,모하비,4WD KV300,고급형,2010,4451,11,2959,250,55,4WD,7,18,265,오토,디젤,SUV,기아_모하비4WD KV300.jpg
681,기아,모하비,4WD KV300,최고급형,2008,4342,11,2959,250,55,4WD,7,18,265,오토,디젤,SUV,기아_모하비4WD KV300.jpg
682,기아,모하비,4WD KV300,최고급형,2009,4590,11,2959,250,55,4WD,7,18,265,오토,디젤,SUV,기아_모하비4WD KV300.jpg
683,기아,모하비,4WD KV300,최고급형,2010,4605,11,2959,250,55,4WD,7,18,265,오토,디젤,SUV,기아_모하비4WD KV300.jpg
684,기아,모하비,4WD KV300,최고급형,2011,4511,11,2959,260,56,4WD,7,18,265,오토,디젤,SUV,기아_모하비4WD KV300.jpg
685,현대,벨로스터,Unique,,2011,1790,13,1591,140,17,FF,4,17,215,오토,가솔린,준중형,현대_벨로스터Unique.jpg
686,현대,벨로스터,Unique,,2013,1810,13,1591,140,17,FF,4,17,215,오토,가솔린,준중형,현대_벨로스터Unique.jpg
