신차가격,중고차가격,연식,주행거리,연료,변속기,연비,차종,배기량,색상,압류,저당,전손이력,용도이력,사용자변경,차체/일반,엔진/주요,제조사,최고출력,최대토크,구동방식,승차정원,휠_1,타이어_수정
1448,1030,20,7055,가솔린,1,15.0,경차,999,흰색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,990,19,20678,가솔린,1,15.0,경차,999,기타,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,970,19,11000,가솔린,1,15.0,경차,999,진주색,0,0,0,0,1,1,1,한국GM,75,10,FF,5,16,195
1448,999,20,28596,가솔린,1,15.0,경차,999,검정색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,990,19,18000,가솔린,1,15.0,경차,999,기타,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,980,19,27078,가솔린,1,15.0,경차,999,흰색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,979,19,26711,가솔린,1,15.0,경차,999,흰색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,899,19,15660,가솔린,1,15.0,경차,999,회색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,1040,20,9702,가솔린,1,15.0,경차,999,흰색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,890,19,46600,가솔린,1,15.0,경차,999,검정색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,1000,20,48025,가솔린,1,15.0,경차,999,회색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,849,19,46846,가솔린,1,15.0,경차,999,기타,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,1230,20,18506,가솔린,1,15.0,경차,999,흰색,0,1,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,1010,19,3169,가솔린,1,15.0,경차,999,검정색,0,0,0,0,1,1,1,한국GM,75,10,FF,5,16,195
1448,1150,20,8500,가솔린,1,15.0,경차,999,흰색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,940,19,28500,가솔린,1,15.0,경차,999,회색,0,1,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,980,20,14353,가솔린,1,15.0,경차,999,검정색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,950,19,22371,가솔린,1,15.0,경차,999,흰색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,920,19,26578,가솔린,1,15.0,경차,999,검정색,0,1,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,1050,19,13134,가솔린,1,15.0,경차,999,흰색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,1170,19,6000,가솔린,1,15.0,경차,999,기타,0,1,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,960,19,32335,가솔린,1,15.0,경차,998,회색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,1100,20,4535,가솔린,1,15.0,경차,999,회색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,960,19,35148,가솔린,1,15.0,경차,999,기타,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,780,19,39746,가솔린,1,15.0,경차,999,기타,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,1000,19,29750,가솔린,1,15.0,경차,980,검정색,0,1,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,1040,19,22000,가솔린,1,15.0,경차,999,흰색,0,1,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,1189,20,4435,가솔린,1,15.0,경차,999,흰색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,1099,20,4074,가솔린,1,15.0,경차,999,검정색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,1240,20,10273,가솔린,1,15.0,경차,999,흰색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,1079,19,6222,가솔린,1,15.0,경차,999,흰색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,1050,20,18798,가솔린,1,15.0,경차,999,진주색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,1185,20,4182,가솔린,1,15.0,경차,999,흰색,0,1,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,1099,20,8093,가솔린,1,15.0,경차,999,흰색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,1030,19,14493,가솔린,1,15.0,경차,999,회색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,990,19,30000,가솔린,1,15.0,경차,999,회색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,950,20,25770,가솔린,1,15.0,경차,999,회색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,1020,19,9537,가솔린,1,15.0,경차,999,기타,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,1180,20,8920,가솔린,1,15.0,경차,999,검정색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,1199,20,5171,가솔린,1,15.0,경차,999,진주색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,980,19,13882,가솔린,1,15.0,경차,999,진주색,0,1,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,1050,19,27296,가솔린,1,15.0,경차,999,흰색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,1129,20,10188,가솔린,1,15.0,경차,999,검정색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,940,19,46345,가솔린,1,15.0,경차,999,진주색,0,0,0,0,0,0,1,한국GM,75,10,FF,5,16,195
1448,895,19,39916,가솔린,1,15.0,경차,999,기타,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,1010,19,11983,가솔린,1,15.0,경차,999,검정색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,990,19,9669,가솔린,1,15.0,경차,999,기타,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,989,19,13291,가솔린,1,15.0,경차,999,회색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,1160,20,19613,가솔린,1,15.0,경차,999,흰색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,660,19,28629,가솔린,1,15.0,경차,999,회색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,1100,19,28608,가솔린,1,15.0,경차,999,회색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,920,19,7202,가솔린,1,15.0,경차,999,흰색,0,0,0,0,1,1,1,한국GM,75,10,FF,5,16,195
1448,1320,20,7570,가솔린,1,15.0,경차,999,흰색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,909,19,34762,가솔린,1,15.0,경차,999,검정색,0,0,0,0,1,1,1,한국GM,75,10,FF,5,16,195
1448,1030,20,13510,가솔린,1,15.0,경차,999,흰색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,1040,19,22734,가솔린,1,15.0,경차,998,흰색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,1290,21,7669,가솔린,1,15.0,경차,999,흰색,0,1,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,1080,19,7989,가솔린,1,15.0,경차,999,기타,0,1,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,960,19,17867,가솔린,1,15.0,경차,999,흰색,0,0,0,0,1,1,1,한국GM,75,10,FF,5,16,195
1448,1000,20,32000,가솔린,1,15.0,경차,999,진주색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,1030,19,22500,가솔린,1,15.0,경차,999,진주색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,1080,19,14813,가솔린,1,15.0,경차,999,흰색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,989,19,21161,가솔린,1,15.0,경차,999,기타,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,1160,20,5576,가솔린,1,15.0,경차,999,회색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,970,19,12190,가솔린,1,15.0,경차,999,기타,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,1099,19,3478,가솔린,1,15.0,경차,999,검정색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,660,19,66230,가솔린,1,15.0,경차,999,회색,0,0,0,0,0,0,1,한국GM,75,10,FF,5,16,195
1448,1080,19,19177,가솔린,1,15.0,경차,999,검정색,0,1,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,990,19,34618,가솔린,1,15.0,경차,999,검정색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,950,19,5158,가솔린,1,15.0,경차,998,기타,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,1040,19,18797,가솔린,1,15.0,경차,999,흰색,0,1,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,1220,19,11678,가솔린,1,15.0,경차,999,검정색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,1180,19,8000,가솔린,1,15.0,경차,999,진주색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,1130,20,12267,가솔린,1,15.0,경차,999,회색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,1080,20,18245,가솔린,1,15.0,경차,999,회색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,1030,19,15343,가솔린,1,15.0,경차,999,기타,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,1170,19,9200,가솔린,1,15.0,경차,999,기타,0,1,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,1030,20,9670,가솔린,1,15.0,경차,999,기타,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,950,19,38440,가솔린,1,15.0,경차,999,기타,0,1,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,990,19,26000,가솔린,0,15.0,경차,999,회색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,1050,19,24000,가솔린,1,15.0,경차,999,흰색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,1100,19,15058,가솔린,1,15.0,경차,999,기타,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,1080,19,28767,가솔린,1,15.0,경차,999,흰색,0,1,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,1080,19,14857,가솔린,1,15.0,경차,999,회색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,1180,20,8698,가솔린,1,15.0,경차,998,회색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,1199,21,2133,가솔린,1,15.0,경차,999,흰색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,1050,20,18300,가솔린,1,15.0,경차,999,진주색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,1050,19,25706,가솔린,1,15.0,경차,999,회색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,1120,19,7867,가솔린,1,15.0,경차,995,진주색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,1220,21,177,가솔린,1,15.0,경차,999,검정색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,990,19,56214,가솔린,1,15.0,경차,999,기타,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,1050,20,16761,가솔린,1,15.0,경차,999,회색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,1120,19,8150,가솔린,1,15.0,경차,999,진주색,0,1,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,1150,20,5072,가솔린,1,15.0,경차,999,검정색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,990,19,18840,가솔린,1,15.0,경차,999,회색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,1020,19,12483,가솔린,1,15.0,경차,999,흰색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,1090,19,19400,가솔린,1,15.0,경차,999,흰색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,870,19,42955,가솔린,1,15.0,경차,999,흰색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,1120,20,7300,가솔린,1,15.0,경차,999,검정색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1448,1060,19,10600,가솔린,1,15.0,경차,999,회색,0,0,0,0,0,1,1,한국GM,75,10,FF,5,16,195
1206,770,16,50539,가솔린,1,15.2,경차,999,흰색,0,0,0,0,1,0,0,한국GM,75,10,FF,5,14,165
1201,650,17,96659,가솔린,1,15.2,경차,999,흰색,0,0,0,1,0,0,0,한국GM,75,10,FF,5,14,165
1201,690,17,68799,가솔린,1,15.2,경차,995,흰색,0,1,0,1,0,0,0,한국GM,75,10,FF,5,14,165
1206,540,16,120593,가솔린,1,15.2,경차,995,흰색,0,0,0,1,0,0,0,한국GM,75,10,FF,5,14,165
1201,770,18,31718,가솔린,1,15.2,경차,999,진주색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1206,470,16,22510,가솔린,1,15.2,경차,999,검정색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1206,679,16,53469,가솔린,1,15.2,경차,999,흰색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1201,640,17,95000,가솔린,1,15.2,경차,999,기타,0,0,0,1,0,0,0,한국GM,75,10,FF,5,14,165
1201,790,18,7990,가솔린,1,15.2,경차,999,흰색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1206,659,16,27872,가솔린,1,15.2,경차,999,회색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1206,650,16,73837,가솔린,1,15.2,경차,999,기타,0,0,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1206,710,16,33400,가솔린,1,15.2,경차,899,은색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1201,640,17,84402,가솔린,1,15.2,경차,999,흰색,0,0,0,1,0,0,0,한국GM,75,10,FF,5,14,165
1201,830,18,28000,가솔린,1,15.2,경차,999,흰색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1201,1050,18,150,가솔린,1,15.2,경차,999,검정색,0,0,0,0,1,0,0,한국GM,75,10,FF,5,14,165
1206,670,16,64342,가솔린,1,15.2,경차,999,흰색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1201,680,17,72000,가솔린,1,15.2,경차,999,진주색,0,1,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1201,730,17,58496,가솔린,1,15.2,경차,999,검정색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1201,799,17,24619,가솔린,1,15.2,경차,995,검정색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1201,590,17,90000,가솔린,1,15.2,경차,995,흰색,0,0,0,1,1,0,0,한국GM,75,10,FF,5,14,165
1201,820,17,25753,가솔린,1,15.2,경차,995,회색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1201,830,18,23531,가솔린,1,15.2,경차,999,검정색,0,0,0,1,1,0,0,한국GM,75,10,FF,5,14,165
1206,650,16,64415,가솔린,1,15.2,경차,995,회색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1206,620,16,58185,가솔린,1,15.2,경차,999,기타,0,0,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1206,730,16,32654,가솔린,1,15.2,경차,995,흰색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1201,809,18,57692,가솔린,1,15.2,경차,1997,검정색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1201,770,18,65720,가솔린,1,15.2,경차,999,진주색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1201,499,17,96095,가솔린,0,15.2,경차,999,검정색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1206,869,16,46947,가솔린,1,15.2,경차,999,흰색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1206,709,16,66862,가솔린,1,15.2,경차,999,진주색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1206,699,16,88457,가솔린,1,15.2,경차,999,회색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1206,759,16,62363,가솔린,1,15.2,경차,999,흰색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1206,719,16,92682,가솔린,1,15.2,경차,999,기타,0,0,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1201,790,18,33679,가솔린,1,15.2,경차,995,흰색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1201,670,17,76042,가솔린,1,15.2,경차,1000,흰색,0,0,0,1,0,0,0,한국GM,75,10,FF,5,14,165
1206,580,16,72515,가솔린,1,15.2,경차,999,진주색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1206,660,16,41065,가솔린,1,15.2,경차,995,기타,0,0,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1206,449,16,146447,가솔린,1,15.2,경차,999,흰색,0,0,0,1,1,0,0,한국GM,75,10,FF,5,14,165
1201,680,17,58878,가솔린,1,15.2,경차,1000,회색,0,0,0,1,0,0,0,한국GM,75,10,FF,5,14,165
1201,700,17,54523,가솔린,1,15.2,경차,999,검정색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1201,630,17,84369,가솔린,1,15.2,경차,999,진주색,0,0,0,0,1,0,0,한국GM,75,10,FF,5,14,165
1206,580,16,123885,가솔린,1,15.2,경차,999,흰색,0,0,0,1,1,0,0,한국GM,75,10,FF,5,14,165
1201,900,18,25000,가솔린,1,15.2,경차,999,흰색,0,1,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1206,620,16,93119,가솔린,1,15.2,경차,999,회색,0,1,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1206,599,16,97933,가솔린,1,15.2,경차,999,검정색,0,1,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1201,730,17,40500,가솔린,1,15.2,경차,1000,흰색,0,0,0,1,0,0,0,한국GM,75,10,FF,5,14,165
1206,690,16,51964,가솔린,1,15.2,경차,999,진주색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1206,785,16,16320,가솔린,1,15.2,경차,995,기타,0,0,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1201,899,18,40217,가솔린,1,15.2,경차,999,진주색,0,0,0,0,1,0,0,한국GM,75,10,FF,5,14,165
1201,579,17,30896,가솔린,1,15.2,경차,999,진주색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1201,850,18,14283,가솔린,1,15.2,경차,999,진주색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1201,750,18,25474,가솔린,1,15.2,경차,999,회색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1206,640,16,67312,가솔린,1,15.2,경차,999,흰색,0,1,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1201,599,17,91474,가솔린,0,15.2,경차,999,기타,0,0,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1201,749,18,30682,가솔린,1,15.2,경차,999,기타,0,0,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1201,770,17,48592,가솔린,1,15.2,경차,999,흰색,0,0,0,1,0,0,0,한국GM,75,10,FF,5,14,165
1206,730,16,60773,가솔린,1,15.2,경차,995,흰색,0,1,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1201,830,17,53841,가솔린,1,15.2,경차,999,진주색,0,0,0,1,0,0,0,한국GM,75,10,FF,5,14,165
1201,590,18,96162,가솔린,1,15.2,경차,999,흰색,0,0,0,1,0,0,0,한국GM,75,10,FF,5,14,165
1206,630,16,130000,가솔린,1,15.2,경차,999,흰색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1201,890,18,49744,가솔린,1,15.2,경차,995,기타,0,1,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1206,750,16,38372,가솔린,1,15.2,경차,999,진주색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1206,550,16,62766,가솔린,1,15.2,경차,999,회색,0,0,0,0,1,0,0,한국GM,75,10,FF,5,14,165
1206,700,16,79000,가솔린,1,15.2,경차,999,은색,0,1,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1206,640,16,38532,가솔린,1,15.2,경차,999,흰색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1201,760,18,51427,가솔린,1,15.2,경차,999,회색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1206,540,16,121341,가솔린,1,15.2,경차,999,흰색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1206,750,16,17442,가솔린,1,15.2,경차,999,흰색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1201,580,17,73800,가솔린,1,15.2,경차,999,은색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1201,890,18,24000,가솔린,1,15.2,경차,999,흰색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1201,809,17,1,가솔린,1,15.2,경차,999,검정색,0,0,0,0,1,0,0,한국GM,75,10,FF,5,14,165
1201,660,17,91884,가솔린,1,15.2,경차,998,흰색,0,0,0,1,0,0,0,한국GM,75,10,FF,5,14,165
1201,700,17,66190,가솔린,1,15.2,경차,995,진주색,1,1,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1201,790,18,26606,가솔린,1,15.2,경차,999,회색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1201,820,18,13459,가솔린,1,15.2,경차,999,검정색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1201,750,18,13278,가솔린,1,15.2,경차,999,흰색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1206,470,16,95734,가솔린,1,15.2,경차,999,흰색,0,0,1,0,1,0,0,한국GM,75,10,FF,5,14,165
1206,430,16,65695,가솔린,0,15.2,경차,998,검정색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1201,750,17,12060,가솔린,1,15.2,경차,999,기타,0,0,0,1,0,0,0,한국GM,75,10,FF,5,14,165
1201,920,18,25446,가솔린,1,15.2,경차,999,검정색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1206,670,16,54321,가솔린,1,15.2,경차,995,회색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1206,820,16,78596,가솔린,1,15.2,경차,999,검정색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1201,450,17,65473,가솔린,0,15.2,경차,999,회색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1206,560,16,87949,가솔린,1,15.2,경차,999,은색,0,0,0,1,0,0,0,한국GM,75,10,FF,5,14,165
1206,500,16,146348,가솔린,1,15.2,경차,999,진주색,0,0,0,1,0,0,0,한국GM,75,10,FF,5,14,165
1201,820,18,12882,가솔린,1,15.2,경차,999,기타,0,0,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1201,800,18,28918,가솔린,1,15.2,경차,999,흰색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1201,625,18,41013,가솔린,1,15.2,경차,999,검정색,0,0,0,1,0,0,0,한국GM,75,10,FF,5,14,165
1201,490,17,99403,가솔린,1,15.2,경차,999,검정색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1201,620,17,94750,가솔린,1,15.2,경차,999,검정색,0,0,0,1,0,0,0,한국GM,75,10,FF,5,14,165
1206,670,16,11848,가솔린,1,15.2,경차,999,회색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1206,530,16,95000,가솔린,1,15.2,경차,999,흰색,0,0,0,0,1,0,0,한국GM,75,10,FF,5,14,165
1201,690,18,67280,가솔린,1,15.2,경차,995,회색,0,1,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1206,490,16,46504,가솔린,1,15.2,경차,999,진주색,0,0,1,0,1,0,0,한국GM,75,10,FF,5,14,165
1206,470,16,122782,가솔린,1,15.2,경차,999,회색,0,0,0,1,0,0,0,한국GM,75,10,FF,5,14,165
1201,770,18,46000,가솔린,1,15.2,경차,999,흰색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1201,890,18,8910,가솔린,1,15.2,경차,999,흰색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1201,890,18,24247,가솔린,1,15.2,경차,999,흰색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1206,720,16,37505,가솔린,1,15.2,경차,999,흰색,0,0,1,0,0,0,0,한국GM,75,10,FF,5,14,165
1201,800,17,35640,가솔린,1,15.2,경차,1000,흰색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,14,165
1299,660,17,69274,가솔린,1,15.7,경차,999,은색,0,0,0,1,0,0,0,한국GM,75,10,FF,5,15,185
1299,520,17,132618,가솔린,1,15.7,경차,999,은색,0,0,0,1,0,0,0,한국GM,75,10,FF,5,15,185
1299,550,17,103097,가솔린,1,15.7,경차,999,은색,0,0,0,1,0,0,0,한국GM,75,10,FF,5,15,185
1299,819,17,23551,가솔린,1,15.7,경차,999,검정색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,15,185
1299,700,17,38000,가솔린,1,15.7,경차,999,흰색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,15,185
1299,720,17,70000,가솔린,1,15.7,경차,999,검정색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,15,185
1299,680,17,70000,가솔린,1,15.7,경차,999,기타,0,0,0,0,0,0,0,한국GM,75,10,FF,5,15,185
1299,610,16,118947,가솔린,1,15.7,경차,999,기타,0,0,0,0,0,0,0,한국GM,75,10,FF,5,15,185
1299,589,17,95598,가솔린,1,15.7,경차,999,흰색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,15,185
1299,640,17,26086,가솔린,1,15.7,경차,999,회색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,15,185
1299,720,16,34374,가솔린,1,15.7,경차,999,흰색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,15,185
1299,750,17,70713,가솔린,1,15.7,경차,999,검정색,0,0,0,1,0,0,0,한국GM,75,10,FF,5,15,185
1355,840,18,42869,가솔린,1,15.0,경차,999,흰색,0,0,0,1,0,0,0,한국GM,75,10,FF,5,15,185
1355,800,18,33158,가솔린,1,15.0,경차,998,기타,0,0,0,0,0,0,0,한국GM,75,10,FF,5,15,185
1299,800,17,31065,가솔린,1,15.7,경차,999,진주색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,15,185
1299,650,16,97000,가솔린,1,15.7,경차,999,회색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,15,185
1299,860,17,58838,가솔린,1,15.7,경차,999,기타,0,0,0,0,0,0,0,한국GM,75,10,FF,5,15,185
1299,790,17,15377,가솔린,1,15.7,경차,999,진주색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,15,185
1299,680,17,69414,가솔린,1,15.7,경차,999,회색,0,0,0,1,0,0,0,한국GM,75,10,FF,5,15,185
1299,739,16,66558,가솔린,1,15.7,경차,999,검정색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,15,185
1299,730,16,39000,가솔린,1,15.7,경차,999,진주색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,15,185
1299,830,17,20000,가솔린,1,15.7,경차,999,회색,0,0,0,1,0,0,0,한국GM,75,10,FF,5,15,185
1299,599,16,109467,가솔린,1,15.7,경차,999,흰색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,15,185
1299,899,17,26452,가솔린,1,15.7,경차,995,흰색,0,0,0,0,0,0,0,한국GM,75,10,FF,5,15,185
